Text,Cluster
Stopped work so mechanic assisting track digger in setting pole could put on work gloves and have discussion about avoiding hands on pole chain when,8
The crew was using a transformer gin to dolly a transformer back into a yard. The gin was loaded and they are meant for vertical loads only. The rigging was more of a 180 * angle from the pull point. Whitch caused a severe side load on the pole. This caused the pole to snap while trying to position the transformer.,8
Task was pole top and tower rescue training. Reminded crew to not rush but to be efficient to be the most effective in this type of situation.,8
There were times when the apprentice was below the guys on the pole without letting them know he would be passing through.,8
Observed work to begin on Shoofly pole and noticed no barricading for Drop zone around pole. Stop work and place barricade around shoofly pole before work can continue.,8
Coached employees on the ground to move away from the pole while the two bucket employees mounted the cross arm on the pole.,8
[NAME] leader had crew knowingly set pole w / o pole guard and the employee on the ground had no overshoes.,8
One crew member walked under suspended steel pole. Spoke with supervisor and he stated he would talk to him,8
Gloves utilized without protective leathers to assist pole in place. This was stopped and corrected.,8
"No pole setting option discussed, lack of cover required and no overshoes used by person handling pole butt",8
Hot & Humid conditions! Two employees observed working from a pole and told that they had been on the pole about an hour and a half. Coached to get them down and let someone else complete the work.,8
Did not cause an isssue but saw the ground over pole asked crew to move to avoid getting caught on pole,8
